7.5,1,2015,5,3,19,1681.11
7.7,1,2009,7,4,20,2454.36
12.9,1,2009,8,0,21,5039.6
5.3,3,2009,6,4,8,1661.44
16.0,5,2014,8,3,17,4483.73
4.9,1,2011,2,5,2,0.0
24.5,5,2014,10,6,7,11734.67
2.5,1,2012,12,1,13,0.0
9.7,1,2012,2,4,9,2338.56
12.5,1,2012,3,3,19,4891.12
6.5,1,2015,5,4,17,2250.36
8.5,1,2011,5,0,22,0.0
3.3,5,2011,5,1,14,301.88
10.9,1,2011,6,5,11,3579.38
6.9,1,2010,4,1,22,1308.74
9.7,2,2012,2,1,9,1719.01
4.9,1,2011,9,3,9,731.21
10.5,2,2011,3,5,23,2521.09
12.0,1,2015,3,2,8,1790.15
4.9,1,2009,8,5,0,1034.55
10.5,1,2014,2,1,14,2493.01
5.0,2,2015,3,1,23,958.31
4.1,2,2009,11,3,2,1259.75
7.7,2,2010,9,5,16,1750.07
12.9,5,2010,5,2,22,6190.48
9.5,1,2009,2,3,17,2733.6
5.0,1,2014,1,1,6,722.31
12.0,1,2012,11,2,17,3225.52
4.9,1,2009,5,2,20,1430.27
7.3,5,2011,12,5,2,2239.13
25.7,4,2011,5,5,9,13040.42
7.7,1,2009,2,5,15,1896.17
10.5,1,2013,2,0,19,1909.7
11.0,2,2013,9,1,20,3180.89
39.5,4,2014,6,2,6,11355.49
8.1,3,2009,6,4,5,2927.56
5.7,1,2011,2,5,16,1200.77
6.9,1,2011,8,2,19,2635.93
7.7,3,2010,5,1,21,2252.06
29.0,1,2014,2,3,17,9967.93
15.7,1,2010,4,3,14,4820.21
9.0,1,2014,4,2,14,1249.84
4.9,1,2011,2,1,15,800.42
5.4,1,2009,1,5,22,839.84
3.3,1,2012,7,3,0,385.28
8.9,1,2009,2,3,8,2431.66
17.0,1,2014,1,3,14,3134.74
12.0,1,2015,1,6,9,3729.95
56.8,1,2013,1,3,22,0.0
13.5,1,2013,5,3,10,4502.71
7.7,1,2009,10,5,18,1557.27
13.3,1,2011,8,0,13,4916.76
14.9,1,2012,5,4,3,7679.3
7.5,1,2012,12,6,2,1820.67
16.9,1,2009,4,3,11,4519.02
11.0,1,2014,11,3,20,4069.83
6.5,1,2010,3,4,22,1177.3
6.5,1,2009,1,4,14,1294.14
5.3,1,2009,7,4,1,1214.05
4.1,2,2009,2,0,16,871.93
9.0,1,2015,6,2,17,2105.94
17.3,3,2011,10,6,11,5899.72
6.5,2,2011,6,2,6,685.88
20.0,1,2013,10,5,20,5627.26
13.0,2,2014,8,4,14,754.07
6.0,1,2014,5,0,19,0.0
5.5,1,2013,1,2,19,1034.3
15.5,1,2012,12,5,15,5844.15
8.5,2,2015,2,0,11,3094.42
7.5,1,2013,2,4,20,2068.9
6.9,5,2009,5,2,10,1511.1
21.0,1,2015,5,6,14,3316.97
4.1,2,2012,6,3,20,510.89
5.7,1,2011,12,5,1,1904.79
19.3,1,2009,3,2,9,6147.93
17.3,4,2010,12,5,4,6101.44
12.0,1,2014,4,1,9,1954.75
11.3,1,2012,4,3,20,4578.1
9.7,3,2010,4,6,20,4243.14
4.9,1,2012,5,2,19,906.41
11.0,1,2015,5,3,13,2504.66
3.5,2,2015,5,3,1,419.17
26.1,2,2012,6,6,1,15890.26
8.1,5,2010,10,5,21,4739.69
49.57,1,2009,8,4,10,0.0
7.7,1,2010,9,2,10,2950.37
5.3,1,2012,4,3,18,1298.48
4.5,1,2010,9,2,12,6899.18
7.3,1,2010,1,5,3,1808.86
6.5,1,2013,2,4,18,1355.1
5.3,3,2012,8,6,18,1398.57
9.3,1,2010,3,4,12,1087.96
6.1,1,2011,12,4,14,0.0
3.7,1,2009,4,1,11,1255.5
4.0,1,2014,4,6,13,1231.74
9.5,1,2015,4,5,8,2180.42
4.5,3,2011,10,0,20,592.81
3.3,1,2010,4,0,3,707.08
30.9,1,2011,11,4,9,11122.87
26.9,1,2009,8,6,14,5529.37
9.0,5,2014,2,2,18,2018.05
4.1,1,2011,2,6,21,573.07
14.9,1,2011,2,4,11,493.77
6.5,5,2009,7,4,9,2797.68
43.0,2,2015,5,4,18,11905.1
8.0,5,2012,12,1,22,2149.27
6.0,1,2015,4,1,1,986.72
4.0,1,2013,5,4,18,1703.63
3.7,5,2010,3,1,21,632.75
10.1,2,2012,3,2,17,2518.27
18.0,1,2015,1,4,22,5553.81
5.7,1,2009,2,2,18,1289.75
6.5,1,2012,6,6,15,2205.59
35.3,1,2009,5,4,21,16067.07
6.1,5,2012,7,3,17,1361.73
4.9,1,2011,6,6,18,833.52
6.1,1,2011,7,4,22,2336.97
10.0,1,2013,2,0,15,1762.8
10.5,1,2014,6,6,15,3208.69
8.9,1,2012,4,2,18,1948.13
6.5,1,2010,8,4,19,0.0
13.0,5,2013,3,3,14,2404.98
6.9,1,2012,1,2,0,1471.23
9.7,2,2009,11,0,9,1971.74
10.1,2,2009,9,5,1,3735.79
9.7,1,2011,7,2,17,2178.49
5.3,1,2010,9,1,12,1220.17
5.7,1,2010,1,3,6,1155.64
7.5,1,2014,11,0,5,2120.76
10.5,1,2010,9,4,16,3576.43
6.1,1,2010,11,2,18,1566.08
6.5,1,2015,4,5,22,1010.98
7.7,1,2009,1,6,13,3512.55
6.9,2,2010,3,5,15,0.0
6.1,2,2010,9,2,0,1785.29
8.9,1,2009,6,1,0,3666.73
9.0,2,2013,8,6,1,3772.68
15.0,1,2014,9,1,0,5064.93
15.0,4,2015,1,2,21,2730.08
12.9,1,2009,9,3,14,4711.44
7.5,1,2014,4,0,20,2182.52
9.5,2,2015,4,0,19,1712.98
5.3,1,2011,9,1,12,1193.25
8.0,1,2015,2,1,15,1641.54
11.3,3,2009,12,1,11,3076.12
38.54,6,2015,6,1,9,9947.69
6.1,1,2009,9,4,10,1372.29
18.0,2,2015,2,4,23,3482.16
6.0,1,2015,4,5,11,1017.33
12.5,1,2013,5,4,15,3607.47
16.5,1,2010,4,1,0,7230.86
5.5,1,2013,1,2,14,919.84
13.7,1,2011,10,2,10,3584.12
8.9,1,2010,11,0,18,3442.42
4.0,5,2015,2,1,5,678.52
4.9,2,2010,5,0,17,1165.38
4.9,1,2010,6,1,14,847.7
8.5,2,2012,9,2,13,1485.07
3.7,1,2011,2,0,10,580.06
6.5,5,2014,6,1,9,1480.82
4.9,1,2009,9,1,20,905.02
9.3,1,2012,1,3,16,2623.15
29.0,1,2012,10,1,13,9384.46
6.5,1,2010,1,4,19,1522.42
8.2,1,2009,1,0,20,1899.31
11.0,3,2013,5,3,20,3075.35
4.5,1,2014,1,2,21,0.0
4.5,5,2013,6,5,7,1066.01
9.0,3,2014,4,5,2,3903.76
14.5,1,2010,7,2,17,214.35
5.0,1,2013,10,0,20,1324.87
7.3,1,2012,6,1,8,1426.02
9.5,1,2015,2,3,2,2321.39
7.5,1,2015,2,2,1,1664.08
7.7,2,2010,11,5,0,2333.84
9.7,1,2009,5,1,21,3621.62
15.0,1,2015,1,4,19,2951.84
8.0,3,2013,5,3,22,1057.3
13.7,5,2010,10,2,19,5256.07
6.0,1,2015,1,5,12,954.19
7.7,5,2011,6,4,21,2624.14
10.5,1,2011,9,2,20,3658.26
22.0,1,2013,1,2,18,5737.42
7.5,1,2014,3,1,20,1412.84
11.5,5,2015,2,2,19,2376.59
4.5,5,2012,3,4,20,747.74
8.1,1,2011,5,3,20,2035.91
14.5,1,2012,1,2,10,4449.32
18.0,1,2012,11,5,23,6258.36
8.1,1,2010,9,4,1,6098.43
4.5,1,2011,9,1,13,1135.22
3.3,3,2011,10,5,20,444.49
19.7,1,2012,5,6,13,8299.32
8.1,1,2012,4,5,2,2997.58
6.5,3,2010,9,4,12,1688.88
14.5,5,2014,5,2,1,3423.37
24.0,1,2009,5,1,10,13943.33
10.5,1,2012,8,1,20,3237.1
8.9,1,2009,9,3,16,1317.15
14.1,1,2011,4,6,0,6323.83
6.1,1,2012,3,3,7,1406.63
7.3,1,2011,4,4,10,1823.45
23.0,1,2012,11,2,21,8711.13
5.3,1,2009,11,0,21,1152.57
45.0,1,2010,11,5,7,20090.16
20.1,2,2011,6,2,4,9510.25
5.7,1,2011,11,4,1,1802.74
3.7,5,2009,3,1,23,263.26
5.5,1,2013,9,1,7,1086.16
6.1,1,2010,5,5,19,1132.69
8.5,1,2011,1,6,0,3063.38
4.1,5,2010,5,2,16,845.17
8.0,1,2015,5,4,17,2454.23
9.5,1,2013,9,5,18,1947.71
17.5,1,2009,2,1,18,7768.24
4.1,1,2009,5,0,19,756.47
15.7,1,2011,6,1,22,6337.82
5.3,1,2009,5,6,5,1750.42
9.7,2,2010,6,2,19,4613.41
8.9,4,2012,3,5,21,1755.49
9.5,1,2013,12,3,14,1904.59
29.5,3,2014,1,1,14,5090.12
18.0,1,2015,4,1,21,6883.3
23.7,1,2009,8,2,9,10071.48
6.0,1,2014,3,2,10,870.75
24.0,1,2014,4,6,12,4940.64
49.8,1,2012,7,6,17,18242.12
3.7,1,2009,3,6,9,880.19
4.9,1,2012,6,5,22,1412.57
7.7,1,2011,12,4,21,2116.85
7.3,5,2009,2,2,8,2395.97
4.1,1,2011,10,1,22,1428.79
7.0,2,2014,8,2,22,1272.23
9.7,1,2011,11,1,21,3072.21
4.5,1,2012,2,3,13,777.41
12.5,1,2015,5,3,8,4523.77
7.3,1,2012,3,5,21,1831.07
4.1,5,2011,6,4,12,0.0
4.0,5,2012,10,1,18,588.78
7.7,1,2011,1,1,16,2266.73
12.9,1,2011,1,4,19,6105.55
8.0,2,2013,11,6,6,1833.34
6.5,1,2012,8,6,14,1033.85
11.5,1,2015,1,5,21,3292.28
7.3,1,2009,3,5,14,2527.71
7.3,5,2010,3,2,6,2821.76
14.1,1,2010,6,1,15,5149.21
4.5,1,2012,6,6,21,1050.57
5.5,2,2014,10,5,19,938.33
8.9,1,2009,8,3,21,4005.96
15.0,2,2013,3,1,22,3403.35
4.1,1,2012,4,1,12,906.22
10.5,6,2015,3,1,15,3193.21
8.5,1,2012,9,2,11,1856.07
8.1,1,2011,9,3,8,1784.5
9.7,1,2009,8,5,20,3286.34
4.9,3,2009,9,2,15,1110.04
8.0,1,2012,12,2,9,1530.08
13.7,2,2012,3,3,9,5671.86
10.5,2,2015,4,1,20,2062.46
10.5,1,2009,7,3,18,2965.87
12.0,1,2014,9,3,11,1377.72
5.0,1,2014,9,5,1,1485.81
7.3,1,2010,7,5,9,2613.15
17.0,2,2014,6,2,0,5308.71
7.0,1,2013,9,1,22,2053.01
7.3,2,2011,2,0,20,2911.99
7.7,1,2010,2,6,14,2283.74
24.0,1,2013,6,0,17,6853.12
4.9,1,2012,5,0,6,1132.74
13.0,1,2012,11,6,20,3893.15
5.5,1,2014,2,6,10,1346.99
5.7,3,2011,3,4,15,1877.46
9.3,1,2012,8,1,8,2711.58
6.5,2,2009,5,4,19,2848.59
5.0,1,2015,4,2,7,750.15
17.0,1,2013,9,4,0,7815.52
5.5,1,2013,1,4,7,821.79
4.9,2,2010,3,1,22,638.81
23.0,1,2013,10,4,17,6012.35
7.5,1,2014,11,0,12,1073.06
4.9,1,2012,3,1,18,1269.08
9.5,1,2015,2,1,11,2971.78
14.0,1,2014,11,6,14,3011.52
16.9,1,2012,2,6,19,6830.04
6.1,1,2009,3,3,12,2311.8
7.5,1,2013,5,3,7,2615.61
12.5,1,2014,9,2,10,3860.1
4.0,2,2015,6,1,7,839.38
6.5,2,2009,4,6,10,2230.15
19.5,1,2014,3,2,20,6862.96
7.3,1,2010,1,4,20,2171.5
9.0,5,2013,3,2,19,2257.29
9.3,1,2009,6,4,17,2066.99
3.5,1,2014,12,0,17,453.23
11.7,1,2009,3,1,9,5193.22
7.3,2,2011,9,0,12,2048.23
5.5,5,2013,11,2,8,790.38
15.0,1,2014,3,0,23,5626.94
6.5,1,2014,3,3,23,1737.84
9.3,1,2009,8,4,17,2927.77
15.0,1,2012,12,0,23,5848.98
6.5,1,2012,4,3,13,1698.1
5.0,5,2013,5,1,0,817.75
13.5,1,2013,6,1,16,1561.79
6.5,1,2009,8,1,9,1995.95
5.7,1,2009,2,2,17,1873.84
34.25,2,2009,3,1,10,10884.97
4.5,1,2013,7,2,19,743.27
7.7,1,2011,8,3,11,2224.71
39.33,2,2013,12,0,5,9947.54
5.7,1,2011,8,3,12,1248.48
7.7,1,2009,1,5,6,2704.18
10.0,1,2012,12,1,20,2162.29
6.9,1,2009,4,4,22,2034.78
45.0,1,2011,10,6,17,18991.93
17.7,1,2010,3,2,2,0.0
7.3,5,2009,6,1,7,1681.28
4.5,2,2014,1,5,17,774.35
18.5,1,2012,9,5,3,6597.21
8.9,2,2012,3,4,17,2792.62
4.9,2,2009,10,3,1,116.48
19.3,1,2011,5,4,0,7981.37
6.5,1,2014,8,0,17,1500.93
6.5,2,2015,4,2,10,1139.04
10.5,1,2012,12,2,7,1766.41
16.0,1,2013,8,5,21,4040.72
13.3,1,2009,4,5,4,6105.24
15.5,1,2014,3,0,12,4251.31
11.7,4,2011,9,6,5,5327.43
11.7,2,2010,9,2,17,4288.51
6.1,1,2011,11,6,16,2430.65
15.0,1,2013,1,6,19,6169.41
10.1,0,2011,8,4,7,4956.63
12.5,1,2014,10,5,22,3149.21
3.5,1,2014,3,3,6,886.54
6.1,1,2011,2,5,11,2101.2
4.5,1,2013,2,6,11,702.03
12.5,1,2013,9,2,9,3601.75
35.7,2,2010,2,6,13,17189.5
8.5,5,2012,4,5,19,1776.39
8.5,1,2011,8,0,17,2899.18
4.0,1,2014,4,4,23,713.27
3.3,1,2012,2,3,2,632.2
15.7,1,2011,10,3,17,5463.17
8.9,1,2009,4,2,11,1776.1
15.5,1,2015,3,3,19,8666723.62
4.5,1,2011,12,1,13,849.92
29.3,1,2013,2,6,20,8338.69
5.7,2,2009,12,2,22,1380.45
10.5,1,2013,1,4,19,2008.72
10.0,1,2015,5,1,14,2804.27
9.3,4,2010,7,3,8,1279.91
7.3,3,2009,9,1,8,1638.44
8.0,1,2014,10,0,22,1170.55
10.5,2,2014,7,6,17,4170.71
10.9,1,2010,7,5,16,2168.31
4.0,1,2013,5,2,5,735.15
5.3,1,2010,12,6,12,1676.66
11.0,3,2013,3,3,20,1851.72
8.5,1,2012,8,4,19,3421.62
10.1,1,2009,8,0,17,0.0
7.7,2,2011,4,3,14,2618.79
5.0,1,2009,1,1,0,198.94
6.9,1,2009,10,1,8,330.43
8.5,1,2011,7,2,8,1832.2
49.8,1,2011,4,0,7,19673.68
6.9,2,2011,5,4,4,3768.87
10.0,2,2013,12,6,19,1363.32
8.1,1,2011,12,3,17,2281.94
7.7,2,2011,10,4,20,2306.95
6.5,2,2009,3,6,11,1827.42
13.5,1,2014,6,5,12,1091.1
8.5,1,2012,1,3,15,2832.95
6.9,1,2009,6,1,15,1668.67
43.0,1,2015,5,0,16,17758.39
6.5,1,2012,1,1,8,1957.69
15.7,2,2009,8,6,1,3415.04
6.9,1,2012,7,1,11,2462.21
13.5,1,2015,2,3,22,4853.76
7.0,5,2013,10,5,14,1652.93
4.9,1,2009,10,5,6,1541.34
3.0,5,2014,8,1,17,282.44
2.9,1,2009,3,6,13,302.07
13.0,5,2013,7,4,4,3346.63
6.1,1,2012,7,5,12,1760.69
12.1,2,2010,1,3,15,3139.25
13.7,1,2011,11,2,18,3872.74
13.7,1,2010,1,1,18,4407.49
12.5,2,2010,7,3,18,0.0
4.5,6,2012,3,2,14,1890.52
7.7,2,2011,11,3,9,1874.06
22.0,6,2013,2,4,23,8975.71
7.3,2,2009,5,1,10,1799.88
4.1,5,2009,9,5,17,587.37
5.3,2,2012,2,3,9,1339.4
6.5,1,2009,7,3,17,2248.23
6.5,1,2014,7,3,14,1301.96
19.0,1,2014,5,4,1,7306.55
10.0,1,2014,9,5,6,3187.05
8.0,1,2015,5,2,8,2554.72
57.33,1,2014,6,4,14,20147.43
6.1,1,2012,6,0,6,2058.26
6.9,2,2010,7,2,18,1717.73
10.9,1,2009,7,1,20,4837.08
6.1,2,2011,1,1,11,688.54
3.7,1,2009,6,4,1,649.6
13.0,5,2015,6,1,9,2405.25
